"OCCUPATIONTYPE","OCCUPATIONID","RELATIONTYPE","SKILLID","SIGNALLINGVALUELABEL","SIGNALLINGVALUE"
"escooccupation","key_21020","essential","key_20297","",""
"escooccupation","key_21020","optional","key_20045","",""
"escooccupation","key_21021","optional","key_19531","",""
"escooccupation","key_21021","optional","key_19853","",""
"escooccupation","key_21022","essential","key_20388","",""
"escooccupation","key_21022","optional","key_19516","",""
"escooccupation","key_21022","optional","key_19590","",""
"escooccupation","key_21024","essential","key_19937","",""
"escooccupation","key_21024","essential","key_19462","",""
"escooccupation","key_21024","essential","key_19483","",""
"escooccupation","key_21024","essential","key_20171","",""
"escooccupation","key_21024","essential","key_20331","",""
"escooccupation","key_21024","optional","key_19614","",""
"escooccupation","key_21024","optional","key_19805","",""
"escooccupation","key_21024","optional","key_19848","",""
"escooccupation","key_21025","essential","key_19590","",""
"escooccupation","key_21026","essential","key_19807","",""
"escooccupation","key_21026","essential","key_19870","",""
"escooccupation","key_21026","optional","key_19505","",""
"escooccupation","key_21026","optional","key_19646","",""
"escooccupation","key_21026","optional","key_20335","",""
"escooccupation","key_21027","essential","key_20386","",""
"escooccupation","key_21027","optional","key_19451","",""
"escooccupation","key_21027","optional","key_19865","",""
"escooccupation","key_21027","optional","key_19942","",""
"escooccupation","key_21028","essential","key_20327","",""
"escooccupation","key_21028","optional","key_20085","",""
"escooccupation","key_21029","essential","key_19590","",""
"escooccupation","key_21029","essential","key_20365","",""
"escooccupation","key_21029","optional","key_19516","",""
"escooccupation","key_21030","optional","key_20385","",""
"escooccupation","key_21031","optional","key_19711","",""
"escooccupation","key_21032","essential","key_20359","",""
"escooccupation","key_21032","optional","key_20060","",""
"escooccupation","key_21033","essential","key_19590","",""
"escooccupation","key_21033","essential","key_20028","",""
"escooccupation","key_21033","essential","key_20135","",""
"escooccupation","key_21033","essential","key_20152","",""
"escooccupation","key_21034","essential","key_19860","",""
"escooccupation","key_21034","essential","key_20228","",""
"escooccupation","key_21035","optional","key_19833","",""
"escooccupation","key_21035","optional","key_19960","",""
"escooccupation","key_21035","optional","key_20049","",""
"escooccupation","key_21035","optional","key_20133","",""
"escooccupation","key_21035","optional","key_20377","",""
"escooccupation","key_21035","optional","key_19449","",""
"escooccupation","key_21035","optional","key_19458","",""
"escooccupation","key_21035","optional","key_19535","",""
"escooccupation","key_21035","optional","key_19536","",""
"escooccupation","key_21035","optional","key_19596","",""
"escooccupation","key_21035","optional","key_19644","",""
"escooccupation","key_21035","optional","key_19660","",""
"escooccupation","key_21035","optional","key_19688","",""
"escooccupation","key_21035","optional","key_19778","",""
"escooccupation","key_21035","optional","key_19857","",""
"escooccupation","key_21035","optional","key_19878","",""
"escooccupation","key_21035","optional","key_19962","",""
"escooccupation","key_21035","optional","key_19974","",""
"escooccupation","key_21035","optional","key_20078","",""
"escooccupation","key_21035","optional","key_20090","",""
"escooccupation","key_21035","optional","key_20154","",""
"escooccupation","key_21035","optional","key_20224","",""
"escooccupation","key_21035","optional","key_20293","",""
"escooccupation","key_21035","optional","key_20407","",""
"escooccupation","key_21037","essential","key_19545","",""
"escooccupation","key_21038","essential","key_19516","",""
"escooccupation","key_21038","essential","key_19590","",""
"escooccupation","key_21038","essential","key_20273","",""
"escooccupation","key_21038","essential","key_20365","",""
"escooccupation","key_21039","essential","key_19853","",""
"escooccupation","key_21039","optional","key_19531","",""
"escooccupation","key_21040","optional","key_19777","",""
"escooccupation","key_21041","essential","key_19556","",""
"escooccupation","key_21041","optional","key_19651","",""
"escooccupation","key_21041","optional","key_19665","",""
"escooccupation","key_21041","optional","key_19872","",""
"escooccupation","key_21042","essential","key_20034","",""
"escooccupation","key_21042","optional","key_20045","",""
"escooccupation","key_21042","optional","key_20172","",""
"escooccupation","key_21042","optional","key_20216","",""
"escooccupation","key_21043","optional","key_19649","",""
"escooccupation","key_21045","essential","key_19642","",""
"escooccupation","key_21045","essential","key_19590","",""
"escooccupation","key_21045","essential","key_19907","",""
"escooccupation","key_21045","essential","key_20217","",""
"escooccupation","key_21045","essential","key_20222","",""
"escooccupation","key_21046","essential","key_19661","",""
"escooccupation","key_21046","essential","key_20274","",""
"escooccupation","key_21046","essential","key_19592","",""
"escooccupation","key_21046","essential","key_19977","",""
"escooccupation","key_21046","essential","key_20065","",""
"escooccupation","key_21046","essential","key_20243","",""
"escooccupation","key_21047","essential","key_19642","",""
"escooccupation","key_21047","essential","key_19771","",""
"escooccupation","key_21047","essential","key_19590","",""
"escooccupation","key_21047","essential","key_19907","",""
"escooccupation","key_21047","essential","key_20217","",""
"escooccupation","key_21047","essential","key_20222","",""
"escooccupation","key_21048","essential","key_19860","",""
"escooccupation","key_21049","essential","key_19729","",""
"escooccupation","key_21049","essential","key_20279","",""
"escooccupation","key_21049","optional","key_19946","",""
"escooccupation","key_21050","essential","key_19499","",""
"escooccupation","key_21051","essential","key_20359","",""
"escooccupation","key_21051","essential","key_20018","",""
"escooccupation","key_21051","optional","key_19465","",""
"escooccupation","key_21051","optional","key_19590","",""
"escooccupation","key_21051","optional","key_19910","",""
"escooccupation","key_21052","essential","key_19843","",""
"escooccupation","key_21052","essential","key_19959","",""
"escooccupation","key_21052","optional","key_20355","",""
"escooccupation","key_21053","essential","key_20154","",""
"escooccupation","key_21053","optional","key_19734","",""
"escooccupation","key_21054","essential","key_19449","",""
"escooccupation","key_21054","essential","key_19536","",""
"escooccupation","key_21054","optional","key_20293","",""
"escooccupation","key_21056","essential","key_19853","",""
"escooccupation","key_21056","optional","key_19599","",""
"escooccupation","key_21056","optional","key_20142","",""
"escooccupation","key_21057","essential","key_19481","",""
"escooccupation","key_21057","essential","key_19959","",""
"escooccupation","key_21057","optional","key_19471","",""
"escooccupation","key_21057","optional","key_19590","",""
"escooccupation","key_21057","optional","key_20179","",""
"escooccupation","key_21058","essential","key_20201","",""
"escooccupation","key_21058","essential","key_20160","",""
"escooccupation","key_21059","essential","key_19630","",""
"escooccupation","key_21059","essential","key_20053","",""
"escooccupation","key_21059","optional","key_20001","",""
"escooccupation","key_21059","optional","key_19489","",""
"escooccupation","key_21060","essential","key_19642","",""
"escooccupation","key_21060","essential","key_19771","",""
"escooccupation","key_21060","essential","key_19590","",""
"escooccupation","key_21060","essential","key_19907","",""
"escooccupation","key_21060","essential","key_20217","",""
"escooccupation","key_21060","essential","key_20222","",""
"escooccupation","key_21061","essential","key_19614","",""
"escooccupation","key_21061","essential","key_19461","",""
"escooccupation","key_21061","essential","key_19633","",""
"escooccupation","key_21061","essential","key_19916","",""
"escooccupation","key_21061","essential","key_20024","",""
"escooccupation","key_21061","optional","key_20247","",""
"escooccupation","key_21062","essential","key_19458","",""
"escooccupation","key_21062","essential","key_19516","",""
"escooccupation","key_21062","essential","key_19590","",""
"escooccupation","key_21062","essential","key_20179","",""
"escooccupation","key_21062","optional","key_20154","",""
"escooccupation","key_21063","essential","key_20186","",""
"escooccupation","key_21063","optional","key_19973","",""
"escooccupation","key_21063","optional","key_20179","",""
"escooccupation","key_21064","essential","key_19470","",""
"escooccupation","key_21064","essential","key_19482","",""
"escooccupation","key_21064","essential","key_19637","",""
"escooccupation","key_21064","optional","key_19891","",""
"escooccupation","key_21065","optional","key_20185","",""
"escooccupation","key_21066","essential","key_19741","",""
"escooccupation","key_21066","optional","key_19758","",""
"escooccupation","key_21066","optional","key_20349","",""
"escooccupation","key_21067","essential","key_19824","",""
"escooccupation","key_21070","essential","key_19468","",""
"escooccupation","key_21070","essential","key_19784","",""
"escooccupation","key_21070","essential","key_19942","",""
"escooccupation","key_21070","essential","key_20386","",""
"escooccupation","key_21071","essential","key_19943","",""
