UUID,OriginUUID,TabiyaURI,ESCO_UUID,altLabels
,,,,"stringed instrument maker
cello maker
viola maker
viola builder
cello builder
luthier
double bass builder
double bass maker
stringed musical instrument builder
stringed musical instrument maker
lute maker
lute builder"
,,,,"textile pattern machine operator
textile pattern making operator
textile pattern making machine operator
textile pattern making machinist
textile pattern making machine setter
textile pattern making machine tender"
,,,,"test designer
ICT test analyst
IT test analyst"
,,,,"hydraulic foundry patternmaker technician
hydraulic patternmaking operator
hydraulic sheet metal apprentice
hydraulic foundry patternmaker
hydraulic foundry moulder
hydraulic sheet metal worker
hydraulic sheet metal operative
hydraulic forging press worker
hydraulic foundry moulding operator
hydraulic sheet metal technical
hydraulic patternmaking technician"
,,,,"tissue paper perforating and rewinding specialist
tissue paper perforating and rewinding technician
tissue paper perforating and rewinding worker
tissue paper perforating and rewinding machine specialist
tissue paper perforating and rewinding machine operator
tissue paper perforating and rewinding machine technician
toilet paper machine technician
tissue paper perforating and rewinding operative
toilet paper machine specialist
toilet paper machine operator
tissue paper perforating and rewinding operator"
,,,,"animal massage therapist
animal masseur
animal massage therapists
veterinary masseur
veterinary massage therapist"
,,,,"engine test specialist
aeroplane engine technician
aircraft engine specialist
specialist in aircraft engines
aircraft engine technician
rotary aircraft engine specialist
helicopter mechanic
helicopter maintenance specialist
aeroplane engine specialist
engine inspection specialist
airplane engine specialist
helicopter engine specialist
civilian aircraft engine specialist
piston aircraft engine specialist
areoplane engine mechanic
rotary maintenance specialist
jet aircraft engine specialist
aircraft engine mechanic
light aircraft engine specialist
military aircraft engine specialist
aeroplane engine inspection specialist
plane engine specialist
aeroplane engine inspection engineer"
,,,,"kickboxing instructor
kick-boxing instructor
thai-boxing instructor
muay thai boxing instructor
boxing coach
boxing trainer
boxing instructor
kick boxing instructor
thai boxing instructor
boxing teacher"
,,,,"animal care attendant
laboratory animal care worker
equine groom
animal care provider
animal retail caretaker
animal rescue caretaker
animal retail carer
animal care worker
animal care specialist
wildlife rehabilitator
animal cleaner
animal care attendants
animal keeper
animal rescue carer
animal rescue officer
animal keeping specialist"
,,,,"supermarket shop worker
outlet centre shop assistant
senior shop worker
trainee shop worker
garden centre shop worker
museum shop assistant
outlet centre shop worker
supermarket shop assistant
hypermarket shop worker
department store shop worker
filling station shop worker
garden centre shop assistant
senior shop assistant
filling station shop assistant
shop assistant
department store shop assistant
trainee shop assistant
hypermarket shop assistant"
,,,,"deputy chief of naval staff
navy commander
commander of fleet
fleet commander
naval commander
royal navy commander"
,,,,"animal rehab therapist
animal therapist
animal rehabilitation therapist
animal therapists
animal convalescence therapist"
,,,,"specialist paramedic
expert paramedic
paramedic
paramedic in emergency responses
emergency medical technician
EMT
paramedic practitioner
ambulance paramedic
emergency response paramedic"
,,,,"door installation worker
door fitter
door hanger
door furniture fitter
door carpenter and joiner
door installer
door refurbishment team member
door refurbishment team worker
door fitting  specialist
replacement door installer
door joiner and fitter
door installation specialist"
,,,,"hydraulic liquid inspector
fluid power operator
hydraulic brake operator
fluid power supervisor
fluid power brake inspector
hydraulic power technical operative
fluid power technician
hydraulic liquid mechanic
hydraulic power machinist
fluid power technical operator
hydraulic brake inspector
fluid power brake operator
fluid power technical operative
hydraulic inspector"
,,,,"corporate trainer
in-company trainer
skills development coach
workplace training specialist
professional development coach
corporate education professional
trainer in corporate sector
trainer of corporate employees
corporate training specialist
skill development trainer
skill development coach
corporate professional trainer
educational planner"
